Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","10/04/2021 21:53 UTC"
"Last updated:","08 December 2020"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=H02MqJ
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,VDA,OOC,STA"
Years:
Origin:
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers,"IDPs of concern to UNHCR","Venezuelans displaced abroad","Stateless persons","Others of concern"
2014,-,-,Tunisia,TUN,895,223,0,,0,0
2014,-,-,Turkey,TUR,1587365,106357,0,,780,306
2014,-,-,"United Arab Emirates",ARE,419,212,0,,0,0
2014,-,-,Uganda,UGA,385503,35468,0,,0,180000
2014,-,-,Ukraine,UKR,3206,5889,823000,,35335,0
2014,-,-,Uruguay,URY,254,51,0,,0,0
2014,-,-,"United States of America",USA,267214,187815,0,,0,0
2014,-,-,Uzbekistan,UZB,123,0,0,,86703,0
2014,-,-,"Venezuela (Bolivarian Republic of)",VEN,173591,410,0,,0,0
2014,-,-,Yemen,YEM,257637,8667,334093,,0,0
2014,-,-,Zambia,ZMB,25566,2174,0,,0,22452
2014,-,-,Zimbabwe,ZWE,6076,642,0,,0,2450
2014,-,-,Aruba,ABW,0,5,0,,0,0
2014,-,-,"Curacao ",CUW,34,40,0,,0,0
2014,-,-,"Sint Maarten (Dutch part)",SXM,5,5,0,,0,0
2015,-,-,Afghanistan,AFG,257553,78,1174306,,0,150317
2015,-,-,Albania,ALB,109,830,0,,7442,0
2015,-,-,Algeria,DZA,94176,6573,0,,0,0
2015,-,-,Angola,AGO,15547,30131,0,,0,0
2015,-,-,"Antigua and Barbuda",ATG,15,0,0,,0,0
2015,-,-,Egypt,EGY,212492,38135,0,,22,0
2015,-,-,Argentina,ARG,3187,1062,0,,0,0
2015,-,-,Armenia,ARM,19314,51,0,,311,0
2015,-,-,Australia,AUS,36917,20752,0,,0,0
2015,-,-,Austria,AUT,72198,80060,0,,828,0
2015,-,-,Azerbaijan,AZE,1279,215,618220,,3585,0
2015,-,-,Bahrain,BHR,246,113,0,,0,0
2015,-,-,Burundi,BDI,53356,2930,25000,,1302,644
2015,-,-,Belgium,BEL,35302,35996,0,,5776,0
2015,-,-,Benin,BEN,526,176,0,,0,0
2015,-,-,Bangladesh,BGD,231954,0,0,,0,0
2015,-,-,Bahamas,BHS,7,20,0,,0,86
2015,-,-,"Burkina Faso",BFA,34017,141,0,,0,0
2015,-,-,Belarus,BLR,1805,273,0,,5635,0
2015,-,-,"Bolivia (Plurinational State of)",BOL,762,0,0,,0,0
2015,-,-,Botswana,BWA,2127,133,0,,0,0
2015,-,-,Brazil,BRA,8703,20798,0,,5,6264
2015,-,-,"Brunei Darussalam",BRN,0,0,0,,20524,0
2015,-,-,"Bosnia and Herzegovina",BIH,6789,20,98324,,58,52437
2015,-,-,Bulgaria,BGR,16543,9488,0,,67,0
2015,-,-,Belize,BLZ,34,716,0,,0,57
2015,-,-,Cambodia,KHM,74,24,0,,0,197
2015,-,-,Canada,CAN,135890,19631,0,,0,0
2015,-,-,"Central African Rep.",CAF,7332,332,216392,,0,0
2015,-,-,"Cayman Islands",CYM,10,5,0,,0,0
2015,-,-,Chad,TCD,369538,2890,51999,,0,50000
2015,-,-,China,CHN,301044,672,0,,0,0
2015,-,-,Chile,CHL,1840,1055,0,,0,0
2015,-,-,Cameroon,CMR,342970,5356,92657,,0,9
2015,-,-,Congo,COG,44952,4340,0,,0,2858
2015,-,-,"Dem. Rep. of the Congo",COD,383095,978,1555112,,0,14474
2015,-,-,Colombia,COL,212,105,6939067,,12,0
2015,-,-,"Costa Rica",CRI,3603,3259,0,,1806,0
2015,-,-,Cuba,CUB,300,23,0,,0,0
2015,-,-,"Cabo Verde",CPV,0,0,0,,115,0
2015,-,-,Cyprus,CYP,7062,2210,0,,0,6000
2015,-,-,Czechia,CZE,3640,654,0,,1502,0
2015,-,-,Denmark,DNK,27312,2931,0,,6580,0
2015,-,-,Djibouti,DJI,19369,2639,0,,0,0
2015,-,-,"Dominican Rep.",DOM,615,750,0,,133770,0
2015,-,-,Ecuador,ECU,121511,11583,0,,0,0
2015,-,-,Eritrea,ERI,2549,0,0,,0,6
2015,-,-,Estonia,EST,158,73,0,,85301,0
2015,-,-,Ethiopia,ETH,736081,2126,0,,0,934
2015,-,-,Fiji,FJI,7,6,0,,0,0
2015,-,-,Finland,FIN,12692,24340,0,,2427,0
2015,-,-,France,FRA,273117,63043,0,,1326,0
2015,-,-,"Micronesia (Federated States of)",FSM,5,10,0,,0,0
2015,-,-,Gabon,GAB,934,1942,0,,0,0
2015,-,-,Gambia,GMB,7851,0,0,,0,0
2015,-,-,"United Kingdom of Great Britain and Northern Ireland",GBR,123051,45853,0,,41,0
2015,-,-,Georgia,GEO,1973,720,268416,,627,0
2015,-,-,Germany,DEU,316098,420570,0,,12569,0
2015,-,-,Ghana,GHA,17404,1850,0,,0,0
2015,-,-,Guinea-Bissau,GNB,8685,115,0,,0,0
2015,-,-,Greece,GRC,24831,26122,0,,198,0
2015,-,-,Guatemala,GTM,222,123,0,,0,3500
2015,-,-,Guinea,GIN,8835,199,0,,0,0
2015,-,-,Guyana,GUY,12,0,0,,0,0
2015,-,-,Haiti,HTI,0,10,0,,977,0
2015,-,-,"China, Hong Kong SAR",HKG,109,2298,0,,0,0
2015,-,-,Honduras,HND,28,10,174000,,0,5100
2015,-,-,Croatia,HRV,518,30,0,,2873,14070
2015,-,-,Hungary,HUN,4383,36671,0,,132,0
2015,-,-,Iceland,ISL,170,159,0,,131,0
2015,-,-,"Cote d'Ivoire",CIV,1972,644,308272,,700000,54
2015,-,-,India,IND,201379,6476,0,,0,0
2015,-,-,Indonesia,IDN,5954,7566,0,,0,0
2015,-,-,Ireland,IRL,6108,4982,0,,99,0
2015,-,-,"Iran (Islamic Rep. of)",IRN,979435,42,0,,0,0
2015,-,-,Iraq,IRQ,277702,7414,4403287,,50000,27
2015,-,-,Israel,ISR,32929,11677,0,,42,0
2015,-,-,Italy,ITA,118036,60135,0,,747,0
2015,-,-,Jamaica,JAM,13,0,0,,0,0
2015,-,-,Jordan,JOR,664110,24906,0,,0,0
2015,-,-,Japan,JPN,2479,13823,0,,603,0
2015,-,-,Kazakhstan,KAZ,701,89,0,,7909,0
2015,-,-,Kenya,KEN,553907,39953,0,,20000,0
2015,-,-,Kyrgyzstan,KGZ,349,160,0,,9118,0
2015,-,-,"Rep. of Korea",KOR,1455,5426,0,,197,0
2015,-,-,Kuwait,KWT,736,903,0,,93000,0
2015,-,-,Liberia,LBR,36495,11,0,,0,1479
2015,-,-,Libya,LBY,9305,27463,434869,,0,0
2015,-,-,Lebanon,LBN,1070844,12114,0,,0,5218
2015,-,-,Lesotho,LSO,31,0,0,,0,0
2015,-,-,Liechtenstein,LIE,146,87,0,,0,0
2015,-,-,"Sri Lanka",LKA,781,602,44934,,0,0
2015,-,-,Lithuania,LTU,1094,75,0,,3466,0
2015,-,-,Luxembourg,LUX,1306,2349,0,,82,0
2015,-,-,Latvia,LVA,193,182,0,,252195,0
2015,-,-,"China, Macao SAR",MAC,0,5,0,,0,0
2015,-,-,Madagascar,MDG,6,10,0,,0,0
2015,-,-,Mauritania,MRT,77390,492,0,,0,0
2015,-,-,"North Macedonia",MKD,697,15,0,,667,0
2015,-,-,Monaco,MCO,32,0,0,,0,0
2015,-,-,"Rep. of Moldova",MDA,434,94,0,,5014,0
2015,-,-,Mexico,MEX,2904,1344,0,,13,0
2015,-,-,Mali,MLI,15913,336,61920,,0,0
2015,-,-,Malaysia,MYS,94161,60393,0,,11689,80000
2015,-,-,Malawi,MWI,9018,14467,0,,0,0
2015,-,-,Mongolia,MNG,11,5,0,,6,0
2015,-,-,Morocco,MAR,3899,1534,0,,0,0
2015,-,-,Mozambique,MOZ,5624,14819,0,,0,0
2015,-,-,Malta,MLT,7068,574,0,,0,0
2015,-,-,Montenegro,MNE,1762,18,0,,3262,10822
2015,-,-,Myanmar,MMR,0,0,451089,,938000,0
2015,-,-,Namibia,NAM,1730,1102,0,,0,1703
2015,-,-,Nepal,NPL,32669,18,0,,0,384
2015,-,-,Netherlands,NLD,88518,28030,0,,1951,0
2015,-,-,Niger,NER,124717,103,137337,,0,70000
2015,-,-,Nicaragua,NIC,325,126,0,,0,0
2015,-,-,Nigeria,NGA,1387,385,2172532,,0,0
2015,-,-,Norway,NOR,50377,25274,0,,2561,0
2015,-,-,Nauru,NRU,508,309,0,,0,0
2015,-,-,"New Zealand",NZL,1313,139,0,,0,0
2015,-,-,Oman,OMN,244,190,0,,0,0
2015,-,-,Pakistan,PAK,1561157,6437,1146108,,0,0
2015,-,-,Panama,PAN,17304,2929,0,,0,0
2015,-,-,Paraguay,PRY,167,27,0,,0,0
2015,-,-,Peru,PER,1454,350,0,,0,0
2015,-,-,Philippines,PHL,254,185,63174,,7138,68
2015,-,-,"Papua New Guinea",PNG,9503,448,0,,0,0
2015,-,-,Poland,POL,14057,3281,0,,10825,0
2015,-,-,Portugal,PRT,851,571,0,,14,0
2015,-,-,Qatar,QAT,117,116,0,,1200,0
2015,-,-,Romania,ROU,2581,408,0,,240,0
2015,-,-,"South Africa",ZAF,121635,1096021,0,,0,0
2015,-,-,"Russian Federation",RUS,314498,2047,0,,101813,0
2015,-,-,Rwanda,RWA,144739,406,0,,0,965
2015,-,-,"El Salvador",SLV,46,0,0,,0,10100
2015,-,-,"Saudi Arabia",SAU,122,33,0,,70000,0
2015,-,-,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,35326,108,220002,,2700,0
2015,-,-,Senegal,SEN,14383,3116,0,,0,0
2015,-,-,"Sierra Leone",SLE,760,12,0,,0,0
2015,-,-,"Solomon Islands",SLB,5,0,0,,0,0
2015,-,-,Somalia,SOM,8081,10115,1133000,,0,86
2015,-,-,Spain,ESP,6447,11023,0,,440,0
2015,-,-,"Viet Nam",VNM,0,0,0,,11000,0
2015,-,-,Sudan,SDN,309632,12582,3218234,,0,3355
2015,-,-,"South Sudan",SSD,263012,835,1790427,,0,0
2015,-,-,Slovakia,SVK,816,173,0,,1523,83
2015,-,-,Slovenia,SVN,284,92,0,,5,0
2015,-,-,Eswatini,SWZ,694,263,0,,0,0
2015,-,-,Sweden,SWE,169516,157017,0,,31062,0
2015,-,-,Switzerland,CHE,73326,32691,0,,69,0
2015,-,-,"Syrian Arab Rep.",SYR,21112,5248,6563462,,160000,3554
2015,-,-,"United Rep. of Tanzania",TZA,211845,2150,0,,0,168625
2015,-,-,"Turks and Caicos Islands",TCA,5,0,0,,0,0
2015,-,-,Thailand,THA,108252,8248,0,,443862,438
2015,-,-,Tajikistan,TJK,1963,286,0,,19469,52
2015,-,-,Turkmenistan,TKM,25,0,0,,7125,0
2015,-,-,Timor-Leste,TLS,0,0,0,,0,5
2015,-,-,Togo,TGO,21949,745,0,,0,0
2015,-,-,"Trinidad and Tobago",TTO,105,87,0,,0,5
2015,-,-,Tunisia,TUN,659,80,0,,0,0
2015,-,-,Turkey,TUR,2541348,212368,0,,780,0
2015,-,-,"United Arab Emirates",ARE,663,422,0,,0,0
2015,-,-,Uganda,UGA,477187,35768,0,,0,180000
2015,-,-,Ukraine,UKR,3261,6479,1600000,,35228,0
2015,-,-,Uruguay,URY,292,69,0,,0,0
2015,-,-,"United States of America",USA,273198,286177,0,,0,0
2015,-,-,Uzbekistan,UZB,106,0,0,,86703,0
2015,-,-,"Venezuela (Bolivarian Republic of)",VEN,173745,217,0,,0,0
2015,-,-,Samoa,WSM,0,5,0,,0,0
2015,-,-,Yemen,YEM,267163,9857,2532032,,0,16
2015,-,-,Zambia,ZMB,26434,2408,0,,0,23321
2015,-,-,Zimbabwe,ZWE,6943,257,0,,300000,3375
2015,-,-,"Curacao ",CUW,46,34,0,,0,0
2015,-,-,"Sint Maarten (Dutch part)",SXM,5,10,0,,0,0
2016,-,-,Afghanistan,AFG,59770,123,1797551,,0,114221
2016,-,-,Albania,ALB,141,2750,0,,4921,0
2016,-,-,Algeria,DZA,94220,5700,0,,0,0
2016,-,-,Angola,AGO,15547,30131,0,,0,0
2016,-,-,"Antigua and Barbuda",ATG,5,0,0,,0,0
2016,-,-,Egypt,EGY,213515,49844,0,,19,0
2016,-,-,Argentina,ARG,3267,3917,0,,0,181
2016,-,-,Armenia,ARM,17883,73,0,,512,0
2016,-,-,Australia,AUS,42187,29633,0,,0,0
2016,-,-,Austria,AUT,93242,76382,0,,937,0
2016,-,-,Azerbaijan,AZE,1193,255,613129,,3585,0
2016,-,-,Bahrain,BHR,270,111,0,,0,0
2016,-,-,Burundi,BDI,57462,3608,141221,,974,649
2016,-,-,Belgium,BEL,42158,24098,0,,2630,0
2016,-,-,Benin,BEN,804,224,0,,0,0
2016,-,-,Bangladesh,BGD,276203,0,0,,0,0
2016,-,-,Bahamas,BHS,9,17,0,,0,0
2016,-,-,"Burkina Faso",BFA,32551,126,0,,0,0
2016,-,-,Belarus,BLR,1647,228,0,,6182,0
2016,-,-,"Bolivia (Plurinational State of)",BOL,776,0,0,,0,0
2016,-,-,Botswana,BWA,2090,78,0,,0,660
2016,-,-,Brazil,BRA,9674,35451,0,,5,22930
2016,-,-,"Brunei Darussalam",BRN,0,0,0,,20524,0
2016,-,-,"Bosnia and Herzegovina",BIH,5266,51,98324,,49,52437
2016,-,-,Bulgaria,BGR,17794,16030,0,,67,0
2016,-,-,Belize,BLZ,0,2427,0,,0,1709
2016,-,-,Cambodia,KHM,61,170,0,,0,0
2016,-,-,Canada,CAN,97322,23946,0,,0,0
2016,-,-,"Central African Rep.",CAF,12117,310,411785,,0,0
2016,-,-,"Cayman Islands",CYM,18,24,0,,0,0
2016,-,-,Chad,TCD,391235,1908,124342,,0,36718
2016,-,-,China,CHN,317254,647,0,,0,0
2016,-,-,Chile,CHL,1730,3218,0,,0,0
2016,-,-,Cameroon,CMR,375413,3237,198889,,0,28
2016,-,-,Congo,COG,46454,6672,15303,,0,3155
2016,-,-,"Dem. Rep. of the Congo",COD,451957,1324,2232900,,0,0
2016,-,-,Colombia,COL,241,368,7410816,,11,0
2016,-,-,"Costa Rica",CRI,4162,3626,0,,127,0
2016,-,-,Cuba,CUB,312,28,0,,0,0
2016,-,-,"Cabo Verde",CPV,0,0,0,,115,0
2016,-,-,Cyprus,CYP,8478,3049,0,,0,6000
2016,-,-,Czechia,CZE,3640,769,0,,1502,0
2016,-,-,Denmark,DNK,33501,7001,0,,7610,0
2016,-,-,Djibouti,DJI,17683,8058,0,,0,117
2016,-,-,"Dominican Rep.",DOM,593,787,0,,0,0
2016,-,-,Ecuador,ECU,102848,24542,0,,0,0
2016,-,-,Eritrea,ERI,2342,8,0,,0,16
2016,-,-,Estonia,EST,312,43,0,,82585,0
2016,-,-,Ethiopia,ETH,791631,1948,0,,0,535
2016,-,-,Fiji,FJI,7,0,0,,0,0
2016,-,-,Finland,FIN,18402,5559,0,,2671,0
2016,-,-,France,FRA,304527,62764,0,,1370,0
2016,-,-,"Micronesia (Federated States of)",FSM,5,0,0,,0,0
2016,-,-,Gabon,GAB,926,1911,0,,0,0
2016,-,-,Gambia,GMB,7936,0,0,,0,0
2016,-,-,"United Kingdom of Great Britain and Northern Ireland",GBR,118973,43496,0,,64,0
2016,-,-,Georgia,GEO,2122,305,273765,,580,0
2016,-,-,Germany,DEU,669468,587306,0,,12017,0
2016,-,-,Ghana,GHA,11866,1365,0,,0,0
2016,-,-,Guinea-Bissau,GNB,9264,29,0,,0,0
2016,-,-,Greece,GRC,46411,39960,0,,198,0
2016,-,-,Guatemala,GTM,295,0,0,,0,23900
2016,-,-,Guinea,GIN,5067,104,0,,0,0
2016,-,-,Guyana,GUY,12,0,0,,0,0
2016,-,-,Haiti,HTI,5,0,0,,2302,0
2016,-,-,"China, Hong Kong SAR",HKG,91,0,0,,0,0
2016,-,-,Honduras,HND,16,10,174000,,0,4800
2016,-,-,Croatia,HRV,300,529,0,,2873,14518
2016,-,-,Hungary,HUN,4736,3396,0,,135,0
2016,-,-,Iceland,ISL,245,324,0,,131,0
2016,-,-,"Cote d'Ivoire",CIV,1397,276,0,,694000,118
2016,-,-,India,IND,197848,9209,0,,0,0
2016,-,-,Indonesia,IDN,7824,6558,0,,0,0
2016,-,-,Ireland,IRL,5720,4221,0,,99,0
2016,-,-,"Iran (Islamic Rep. of)",IRN,979435,91,0,,0,0
2016,-,-,Iraq,IRQ,261863,11488,3604285,,48200,3161
2016,-,-,Israel,ISR,30529,21274,0,,42,0
2016,-,-,Italy,ITA,147362,99896,0,,701,0
2016,-,-,Jamaica,JAM,13,8,0,,0,0
2016,-,-,Jordan,JOR,685188,35600,0,,0,0
2016,-,-,Japan,JPN,2512,18801,0,,626,0
2016,-,-,Kazakhstan,KAZ,647,133,0,,8451,0
2016,-,-,Kenya,KEN,451097,43748,0,,20000,0
2016,-,-,Kyrgyzstan,KGZ,334,120,0,,2334,0
2016,-,-,"Rep. of Korea",KOR,1798,6835,0,,197,0
2016,-,-,Kuwait,KWT,935,823,0,,93000,0
2016,-,-,Liberia,LBR,18978,14,0,,0,1479
2016,-,-,Libya,LBY,9311,29221,174510,,0,0
2016,-,-,Lebanon,LBN,1012959,13724,0,,0,4574
2016,-,-,Lesotho,LSO,46,5,0,,0,0
2016,-,-,Liechtenstein,LIE,161,78,0,,0,0
2016,-,-,"Sri Lanka",LKA,602,573,39730,,0,0
2016,-,-,Lithuania,LTU,1284,147,0,,3466,0
2016,-,-,Luxembourg,LUX,2020,2186,0,,83,0
2016,-,-,Latvia,LVA,340,151,0,,242736,0
2016,-,-,"China, Macao SAR",MAC,0,5,0,,0,0
2016,-,-,Madagascar,MDG,22,27,0,,0,0
2016,-,-,Mauritania,MRT,74147,573,0,,0,0
2016,-,-,"North Macedonia",MKD,634,15,0,,600,0
2016,-,-,Monaco,MCO,27,0,0,,0,0
2016,-,-,"Rep. of Moldova",MDA,419,75,0,,4776,0
2016,-,-,Mexico,MEX,6178,2636,0,,13,0
2016,-,-,Mali,MLI,17510,299,36690,,0,0
2016,-,-,Malaysia,MYS,92259,56313,0,,10931,80000
2016,-,-,Malawi,MWI,9386,21022,0,,0,0
2016,-,-,Mongolia,MNG,10,0,0,,14,0
2016,-,-,Morocco,MAR,4762,1943,0,,0,0
2016,-,-,Mozambique,MOZ,4663,12976,15128,,0,0
2016,-,-,Malta,MLT,7941,868,0,,0,0
2016,-,-,Montenegro,MNE,970,73,0,,3237,11451
2016,-,-,Mauritius,MUS,0,5,0,,0,0
2016,-,-,Myanmar,MMR,0,0,375016,,925939,0
2016,-,-,Namibia,NAM,1747,1664,0,,0,48
2016,-,-,Nepal,NPL,25249,71,0,,0,849
2016,-,-,Netherlands,NLD,101727,10369,0,,1951,0
2016,-,-,Niger,NER,166089,61,121391,,0,14678
2016,-,-,Nicaragua,NIC,325,338,0,,0,0
2016,-,-,Nigeria,NGA,1357,464,2219272,,0,0
2016,-,-,Norway,NOR,59512,7505,0,,3251,0
2016,-,-,Nauru,NRU,508,309,0,,0,0
2016,-,-,"New Zealand",NZL,1408,298,0,,0,0
2016,-,-,Oman,OMN,316,365,0,,0,0
2016,-,-,Pakistan,PAK,1352551,4854,448956,,0,0
2016,-,-,Panama,PAN,17332,4465,0,,0,0
2016,-,-,Paraguay,PRY,199,31,0,,0,0
2016,-,-,Peru,PER,1615,4368,0,,0,0
2016,-,-,Philippines,PHL,392,205,87418,,4636,68
2016,-,-,"Papua New Guinea",PNG,9529,16,0,,0,0
2016,-,-,Poland,POL,11738,3412,0,,10825,0
2016,-,-,Portugal,PRT,1189,850,0,,14,0
2016,-,-,Qatar,QAT,176,143,0,,1200,0
2016,-,-,Romania,ROU,2880,72,0,,249,0
2016,-,-,"South Africa",ZAF,91018,218275,0,,0,0
2016,-,-,"Russian Federation",RUS,228981,3025,0,,90771,0
2016,-,-,Rwanda,RWA,156065,456,0,,0,1444
2016,-,-,"El Salvador",SLV,41,0,0,,0,9800
2016,-,-,"Saudi Arabia",SAU,136,51,0,,70000,0
2016,-,-,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,36518,122,219633,,2373,0
2016,-,-,Senegal,SEN,14575,3213,0,,0,0
2016,-,-,"Sierra Leone",SLE,683,5,0,,0,0
2016,-,-,Somalia,SOM,11579,12792,1562554,,0,130
2016,-,-,Spain,ESP,12983,20360,0,,1011,0
2016,-,-,"Viet Nam",VNM,0,0,0,,11000,0
2016,-,-,Sudan,SDN,421459,16056,2225557,,0,3758
2016,-,-,Suriname,SUR,0,43,0,,0,0
2016,-,-,"South Sudan",SSD,262558,1790,1853924,,0,0
2016,-,-,Slovakia,SVK,980,38,0,,1523,46
2016,-,-,Slovenia,SVN,454,309,0,,5,0
2016,-,-,Eswatini,SWZ,725,377,0,,0,0
2016,-,-,Sweden,SWE,230158,83040,0,,36036,0
2016,-,-,Switzerland,CHE,82668,30778,0,,66,0
2016,-,-,"Syrian Arab Rep.",SYR,19807,12484,6325978,,160000,13628
2016,-,-,"United Rep. of Tanzania",TZA,281498,8539,0,,0,168785
2016,-,-,"Turks and Caicos Islands",TCA,5,0,0,,0,0
2016,-,-,Thailand,THA,106431,4986,0,,487741,261
2016,-,-,Tajikistan,TJK,2724,431,0,,17002,0
2016,-,-,Turkmenistan,TKM,26,0,0,,5744,0
2016,-,-,Togo,TGO,12486,777,0,,0,0
2016,-,-,"Trinidad and Tobago",TTO,104,202,0,,0,6
2016,-,-,Tunisia,TUN,646,30,0,,0,5
2016,-,-,Turkey,TUR,2869419,245926,0,,780,0
2016,-,-,"United Arab Emirates",ARE,888,605,0,,0,0
2016,-,-,Uganda,UGA,940825,41872,0,,0,180000
2016,-,-,Ukraine,UKR,3292,6536,1800000,,35363,0
2016,-,-,Uruguay,URY,299,352,0,,0,0
2016,-,-,"United States of America",USA,272963,439864,0,,0,0
2016,-,-,Uzbekistan,UZB,26,0,0,,86524,0
2016,-,-,"Venezuela (Bolivarian Republic of)",VEN,172047,900,0,,0,0
2016,-,-,Samoa,WSM,5,0,0,,0,0
2016,-,-,Yemen,YEM,269778,9088,2025060,,0,10
2016,-,-,Zambia,ZMB,29338,3318,0,,0,24540
2016,-,-,Zimbabwe,ZWE,7423,948,0,,0,1671
2016,-,-,Aruba,ABW,0,5,0,,0,0
2016,-,-,"Curacao ",CUW,53,55,0,,0,0
2016,-,-,"Sint Maarten (Dutch part)",SXM,5,5,0,,0,0
2017,-,-,Afghanistan,AFG,75927,215,1837079,,0,448032
2017,-,-,Albania,ALB,124,32,0,,4460,2719
2017,-,-,Algeria,DZA,94248,6353,0,,0,0
2017,-,-,Angola,AGO,41119,30131,0,,0,0
2017,-,-,Egypt,EGY,232647,56557,0,,0,0
2017,-,-,Argentina,ARG,3332,4111,0,,0,56969
2017,-,-,Armenia,ARM,17968,62,0,,773,0
2017,-,-,Australia,AUS,48480,48029,0,,52,0
2017,-,-,Austria,AUT,115252,56279,0,,1003,0
2017,-,-,Azerbaijan,AZE,1120,124,612785,,3585,0
2017,-,-,Bahrain,BHR,255,111,0,,0,0
2017,-,-,Burundi,BDI,62353,3551,57258,,974,772
2017,-,-,Belgium,BEL,42158,18760,0,,7695,0
2017,-,-,Benin,BEN,1056,262,0,,0,0
2017,-,-,Bangladesh,BGD,932209,115,0,,932204,0
2017,-,-,Bahamas,BHS,8,15,0,,0,0
2017,-,-,"Burkina Faso",BFA,24152,43,2350,,0,0
2017,-,-,Belarus,BLR,2155,273,0,,6007,0
2017,-,-,"Bolivia (Plurinational State of)",BOL,802,34,0,,0,0
2017,-,-,Botswana,BWA,2116,65,0,,0,293
2017,-,-,Brazil,BRA,10260,85739,0,,294,52341
2017,-,-,"Brunei Darussalam",BRN,0,0,0,,20524,0
2017,-,-,"Bosnia and Herzegovina",BIH,5224,223,98574,,65,48907
2017,-,-,Bulgaria,BGR,19166,2712,0,,48,0
2017,-,-,Belize,BLZ,0,3120,0,,0,2774
2017,-,-,Cambodia,KHM,61,44,0,,0,0
2017,-,-,Canada,CAN,104768,51859,0,,3790,0
2017,-,-,"Central African Rep.",CAF,10033,571,688700,,0,0
2017,-,-,"Cayman Islands",CYM,29,28,0,,0,0
2017,-,-,Chad,TCD,411475,660,99983,,0,99103
2017,-,-,China,CHN,321714,691,0,,0,0
2017,-,-,Chile,CHL,1861,8462,0,,0,86687
2017,-,-,Cameroon,CMR,337382,5765,221695,,0,38
2017,-,-,Congo,COG,48509,7092,107828,,0,3862
2017,-,-,"Dem. Rep. of the Congo",COD,537089,807,4351376,,0,0
2017,-,-,Colombia,COL,260,525,7677609,,11,68734
2017,-,-,"Costa Rica",CRI,4479,7428,0,,71,0
2017,-,-,Cuba,CUB,343,15,0,,0,0
2017,-,-,"Cabo Verde",CPV,0,0,0,,115,0
2017,-,-,Cyprus,CYP,9790,5216,0,,0,6000
2017,-,-,Czechia,CZE,3640,799,0,,1502,0
2017,-,-,Denmark,DNK,35668,4229,0,,7990,0
2017,-,-,Djibouti,DJI,17553,9357,0,,0,88
2017,-,-,"Dominican Rep.",DOM,594,850,0,,0,0
2017,-,-,Ecuador,ECU,92405,11895,0,,0,41000
2017,-,-,Eritrea,ERI,2392,0,0,,0,19
2017,-,-,Estonia,EST,405,36,0,,80314,0
2017,-,-,Ethiopia,ETH,889412,2593,1078429,,0,528
2017,-,-,Fiji,FJI,7,10,0,,0,0
2017,-,-,Finland,FIN,20793,3101,0,,2749,0
2017,-,-,France,FRA,337158,63115,0,,1425,0
2017,-,-,Gabon,GAB,845,5,0,,0,0
2017,-,-,Gambia,GMB,8039,5,0,,0,0
2017,-,-,"United Kingdom of Great Britain and Northern Ireland",GBR,121821,40354,0,,97,0
2017,-,-,Georgia,GEO,2089,530,278103,,587,0
2017,-,-,Germany,DEU,970357,429265,0,,13458,0
2017,-,-,Ghana,GHA,12153,1303,0,,0,0
2017,-,-,Guinea-Bissau,GNB,11207,11,0,,0,0
2017,-,-,Greece,GRC,38988,44188,0,,198,0
2017,-,-,Guatemala,GTM,360,28,0,,0,62200
2017,-,-,Guinea,GIN,5156,108,0,,0,0
2017,-,-,Guyana,GUY,17,0,0,,0,0
2017,-,-,Haiti,HTI,5,0,0,,2302,0
2017,-,-,"China, Hong Kong SAR",HKG,85,5,0,,0,0
2017,-,-,Honduras,HND,27,11,174000,,0,3200
2017,-,-,Croatia,HRV,508,406,0,,2873,8019
2017,-,-,Hungary,HUN,5671,666,0,,139,0
2017,-,-,Iceland,ISL,361,327,0,,85,0
2017,-,-,"Cote d'Ivoire",CIV,1559,368,0,,692000,165
2017,-,-,India,IND,197142,10508,0,,0,0
2017,-,-,Indonesia,IDN,9782,4016,0,,0,0
2017,-,-,Ireland,IRL,6394,5991,0,,99,0
2017,-,-,"Iran (Islamic Rep. of)",IRN,979435,84,0,,0,0
2017,-,-,Iraq,IRQ,277668,13035,2615988,,47630,0
2017,-,-,Israel,ISR,25657,29704,0,,42,0
2017,-,-,Italy,ITA,167330,186645,0,,715,0
2017,-,-,Jamaica,JAM,13,8,0,,0,0
2017,-,-,Jordan,JOR,691015,43809,0,,0,0
2017,-,-,Japan,JPN,2189,31204,0,,585,0
2017,-,-,Kazakhstan,KAZ,602,207,0,,8138,0
2017,-,-,Kenya,KEN,431895,56499,0,,18500,0
2017,-,-,Kyrgyzstan,KGZ,334,107,0,,855,0
2017,-,-,"Rep. of Korea",KOR,2238,9559,0,,197,0
2017,-,-,Kuwait,KWT,613,948,0,,92000,0
